UDI,PRODUCT_ID,TYPE,AIR_TEMPERATURE_K,PROCESS_TEMPERATURE,ROTATIONAL_SPEED_RPM,TORQUE_NM,TOOL_WEAR_MIN,MACHINE_FAILURE,TWF,HDF,PWF,OSF,RNF
444,H29857,H,297,309,1469,45,63,0,0,0,0,0,0
445,L47624,L,297,308,1582,37,68,0,0,0,0,0,0
446,L47625,L,298,309,1793,27,70,0,0,0,0,0,0
447,L47626,L,298,309,1452,39,72,0,0,0,0,0,0
448,M15307,M,298,309,1376,60,74,0,0,0,0,0,0
449,L47628,L,298,309,1552,45,77,0,0,0,0,0,0
450,L47629,L,298,309,1622,38,79,0,0,0,0,0,0
451,M15310,M,298,309,1419,42,81,0,0,0,0,0,0
452,H29865,H,298,309,1440,46,84,0,0,0,0,0,0
453,M15312,M,297,309,1643,31,89,0,0,0,0,0,0
454,L47633,L,297,309,1510,36,92,0,0,0,0,0,0
455,L47634,L,297,309,1468,47,94,0,0,0,0,0,0
456,L47635,L,297,309,1429,57,96,0,0,0,0,0,0
457,H29870,H,297,309,1478,48,98,0,0,0,0,0,0
458,L47637,L,297,309,1276,54,103,0,0,0,0,0,0
459,L47638,L,297,309,1486,43,105,0,0,0,0,0,0
460,L47639,L,297,309,1476,42,107,0,0,0,0,0,0
461,H29874,H,297,309,1431,42,109,0,0,0,0,0,0
462,L47641,L,297,309,1402,40,114,0,0,0,0,0,0
463,L47642,L,297,309,1433,43,116,0,0,0,0,0,0
464,L47643,L,297,309,2874,4,118,1,0,0,1,0,0
465,L47644,L,297,309,1511,36,120,0,0,0,0,0,0
466,M15325,M,297,309,1456,43,122,0,0,0,0,0,0
467,L47646,L,297,309,1550,42,125,0,0,0,0,0,0
468,L47647,L,297,309,2182,17,127,0,0,0,0,0,0
469,L47648,L,297,309,1619,32,129,0,0,0,0,0,0
470,M15329,M,297,309,1586,33,131,0,0,0,0,0,0
471,H29884,H,297,309,1499,44,134,0,0,0,0,0,0
472,H29885,H,297,309,1419,42,139,0,0,0,0,0,0
473,M15332,M,297,309,1497,42,144,0,0,0,0,0,0
474,M15333,M,297,309,1520,37,147,0,0,0,0,0,0
475,L47654,L,297,309,1478,50,150,0,0,0,0,0,0
476,L47655,L,297,309,1380,41,152,0,0,0,0,0,0
477,L47656,L,297,309,1570,38,154,0,0,0,0,0,0
478,H29891,H,297,309,1468,41,156,0,0,0,0,0,0
479,L47658,L,297,309,1833,23,161,0,0,0,0,0,0
480,M15339,M,297,309,1323,57,163,0,0,0,0,0,0
481,L47660,L,297,309,1583,32,166,0,0,0,0,0,0
482,M15341,M,297,309,1556,40,168,0,0,0,0,0,0
483,L47662,L,297,309,1548,37,171,0,0,0,0,0,0
484,L47663,L,297,309,1324,57,173,0,0,0,0,0,0
485,L47664,L,297,309,1568,34,175,0,0,0,0,0,0
486,M15345,M,297,309,1685,31,177,0,0,0,0,0,0
487,M15346,M,297,309,1582,36,180,0,0,0,0,0,0
488,M15347,M,297,309,1463,35,183,0,0,0,0,0,0
489,L47668,L,297,309,1584,43,186,0,0,0,0,0,0
490,M15349,M,298,309,1347,56,188,0,0,0,0,0,0
491,L47670,L,297,309,1459,38,191,0,0,0,0,0,0
492,L47671,L,297,309,1420,46,193,0,0,0,0,0,0
493,L47672,L,298,309,1404,44,195,0,0,0,0,0,0
494,L47673,L,298,309,1470,39,197,0,0,0,0,0,0
495,L47674,L,298,309,1326,50,199,0,0,0,0,0,0
496,H29909,H,298,309,1459,50,201,0,0,0,0,0,0
497,M15356,M,298,309,1530,40,206,0,0,0,0,0,0
498,L47677,L,297,309,1505,39,209,0,0,0,0,0,0
499,L47678,L,298,309,1611,30,211,0,0,0,0,0,0
500,L47679,L,298,309,1515,35,213,0,0,0,0,0,0
501,M15360,M,298,309,1804,27,215,0,0,0,0,0,0
502,M15361,M,298,309,1464,46,218,0,0,0,0,0,0
503,L47682,L,298,309,1390,43,221,0,0,0,0,0,0
504,M15363,M,298,309,1442,48,0,0,0,0,0,0,0
505,M15364,M,298,309,1529,42,3,0,0,0,0,0,0
506,L47685,L,298,309,1610,35,6,0,0,0,0,0,0
507,L47686,L,298,309,1543,34,8,0,0,0,0,0,0
508,H29921,H,298,309,1445,48,10,0,0,0,0,0,0
509,L47688,L,298,309,1893,25,15,0,0,0,0,0,0
510,M15369,M,298,309,1415,41,17,0,0,0,0,0,0
511,L47690,L,298,309,1564,38,20,0,0,0,0,0,0
512,L47691,L,298,309,1479,39,22,0,0,0,0,0,0
513,L47692,L,298,309,1426,45,24,0,0,0,0,0,0
514,L47693,L,297,309,1428,39,26,0,0,0,0,0,0
515,L47694,L,297,309,1620,33,28,0,0,0,0,0,0
516,L47695,L,298,309,1715,28,30,0,0,0,0,0,0
517,L47696,L,298,309,1732,30,32,0,0,0,0,0,0
518,M15377,M,298,309,1391,58,34,0,0,0,0,0,0
519,L47698,L,298,310,1924,21,37,0,0,0,0,0,0
520,M15379,M,298,310,2027,20,39,0,0,0,0,0,0
521,L47700,L,298,310,1617,36,42,0,0,0,0,0,0
522,L47701,L,298,309,1497,36,44,0,0,0,0,0,0
523,M15382,M,298,310,1448,44,46,0,0,0,0,0,0
524,L47703,L,297,309,1401,46,49,0,0,0,0,0,0
525,L47704,L,297,309,1620,35,51,0,0,0,0,0,0
526,L47705,L,297,309,1466,46,53,0,0,0,0,0,0
527,L47706,L,298,310,1373,51,55,0,0,0,0,0,0
528,M15387,M,298,310,1592,36,57,0,0,0,0,0,0
529,M15388,M,298,310,1553,42,60,0,0,0,0,0,0
530,L47709,L,298,310,1569,36,63,0,0,0,0,0,0
531,M15390,M,298,310,1709,32,65,0,0,0,0,0,0
532,L47711,L,298,310,1549,35,68,0,0,0,0,0,0
533,L47712,L,298,309,1443,45,70,0,0,0,0,0,0
534,L47713,L,298,309,1675,30,72,0,0,0,0,0,0
535,L47714,L,298,309,1623,33,74,0,0,0,0,0,0
536,H29949,H,297,309,1365,52,76,0,0,0,0,0,0
537,L47716,L,297,309,1759,25,81,0,0,0,0,0,0
538,H29951,H,297,309,1516,43,83,0,0,0,0,0,0
539,M15398,M,297,309,1499,37,88,0,0,0,0,0,0
540,M15399,M,297,309,1775,26,91,0,0,0,0,0,0
541,L47720,L,297,309,1473,46,94,0,0,0,0,0,0
542,L47721,L,297,309,1296,52,96,0,0,0,0,0,0
543,L47722,L,298,309,1803,25,98,0,0,0,0,0,0
544,H29957,H,298,309,1563,36,100,0,0,0,0,0,0
545,M15404,M,298,309,1831,27,105,0,0,0,0,0,0
546,L47725,L,298,309,1958,22,108,0,0,0,0,0,0
547,L47726,L,298,309,1809,24,110,0,0,0,0,0,0
548,M15407,M,298,309,1482,39,112,0,0,0,0,0,0
549,L47728,L,297,309,1332,53,115,0,0,0,0,0,0
550,L47729,L,297,309,1437,40,117,0,0,0,0,0,0
551,L47730,L,297,309,1698,29,119,0,0,0,0,0,0
552,L47731,L,297,309,1274,54,121,0,0,0,0,0,0
553,M15412,M,297,309,1622,35,123,0,0,0,0,0,0
554,M15413,M,297,309,1564,36,126,0,0,0,0,0,0
555,H29968,H,298,309,1368,45,129,0,0,0,0,0,0
556,M15415,M,297,309,1539,42,134,0,0,0,0,0,0
557,L47736,L,298,309,1357,50,137,0,0,0,0,0,0
558,M15417,M,298,309,1433,48,139,0,0,0,0,0,0
559,L47738,L,298,309,1650,35,142,0,0,0,0,0,0
560,L47739,L,298,309,1503,41,144,0,0,0,0,0,0
561,L47740,L,298,309,1318,58,146,0,0,0,0,0,0
562,M15421,M,298,309,1678,34,148,0,0,0,0,0,0
563,L47742,L,298,310,1574,31,151,0,0,0,0,0,0
564,L47743,L,298,310,1529,35,153,0,0,0,0,0,0
565,H29978,H,298,310,1669,32,155,0,0,0,0,0,0
566,H29979,H,298,310,1570,36,160,0,0,0,0,0,0
567,M15426,M,298,310,1541,34,165,0,0,0,0,0,0
568,M15427,M,298,310,1680,30,168,0,0,0,0,0,0
569,L47748,L,298,310,1935,22,171,0,0,0,0,0,0
570,M15429,M,298,310,1596,35,173,0,0,0,0,0,0
571,L47750,L,298,310,1498,41,176,0,0,0,0,0,0
572,M15431,M,298,310,1676,29,178,0,0,0,0,0,0
573,L47752,L,298,310,1351,49,181,0,0,0,0,0,0
574,L47753,L,298,310,1472,45,183,0,0,0,0,0,0
575,M15434,M,298,310,1439,42,185,0,0,0,0,0,0
576,M15435,M,298,310,1410,55,188,0,0,0,0,0,0
577,H29990,H,298,310,1440,51,191,0,0,0,0,0,0
578,L47757,L,298,310,1591,38,196,0,0,0,0,0,0
579,L47758,L,298,310,1533,37,198,0,0,0,0,0,0
580,M15439,M,298,310,1700,31,200,0,0,0,0,0,0
581,M15440,M,298,310,1798,26,203,0,0,0,0,0,0
582,L47761,L,298,310,1394,43,206,0,0,0,0,0,0
583,L47762,L,298,310,1341,49,208,0,0,0,0,0,0
584,H29997,H,298,310,1697,32,210,0,0,0,0,0,0
585,H29998,H,298,310,1419,48,215,0,0,0,0,0,0
586,L47765,L,298,310,2001,21,220,0,0,0,0,0,0
587,L47766,L,298,310,1501,50,222,1,0,0,0,1,0
588,H30001,H,298,310,1623,33,224,0,0,0,0,0,0
589,L47768,L,298,309,1628,33,229,0,0,0,0,0,0
590,L47769,L,298,309,1491,40,231,0,0,0,0,0,0
591,L47770,L,298,309,1517,37,233,0,0,0,0,0,0
592,H30005,H,298,309,1525,42,235,0,0,0,0,0,0
593,H30006,H,298,310,1668,28,240,0,0,0,0,0,0
594,L47773,L,298,310,1312,51,0,0,0,0,0,0,0
595,H30008,H,298,310,1278,50,2,0,0,0,0,0,0
596,M15455,M,298,310,1330,53,7,0,0,0,0,0,0
597,M15456,M,298,310,1530,37,10,0,0,0,0,0,0
598,H30011,H,298,310,1428,47,13,0,0,0,0,0,0
599,L47778,L,298,310,1480,48,18,0,0,0,0,0,0
600,H30013,H,298,310,1616,31,20,0,0,0,0,0,0
601,L47780,L,298,310,1547,37,25,0,0,0,0,0,0
602,L47781,L,298,310,2194,17,27,0,0,0,0,0,0
603,L47782,L,298,310,2000,21,29,0,0,0,0,0,0
604,L47783,L,298,310,1336,72,31,1,0,0,1,0,0
605,L47784,L,298,310,1542,34,33,0,0,0,0,0,0
606,M15465,M,298,310,1693,30,35,0,0,0,0,0,0
607,L47786,L,298,310,1461,51,38,0,0,0,0,0,0
608,M15467,M,298,310,1565,34,40,0,0,0,0,0,0
609,L47788,L,298,310,1403,48,43,0,0,0,0,0,0
610,L47789,L,298,310,1629,33,45,0,0,0,0,0,0
611,L47790,L,298,310,1534,34,47,0,0,0,0,0,0
612,L47791,L,298,310,1553,41,49,0,0,0,0,0,0
613,L47792,L,298,310,1563,33,51,0,0,0,0,0,0
614,L47793,L,298,310,1634,30,53,0,0,0,0,0,0
615,M15474,M,298,310,1445,45,55,0,0,0,0,0,0
616,L47795,L,298,310,1642,30,58,0,0,0,0,0,0
617,H30030,H,298,310,1686,29,60,0,0,0,0,0,0
618,M15477,M,298,310,1393,43,65,0,0,0,0,0,0
619,H30032,H,298,310,1433,44,68,0,0,0,0,0,0
620,L47799,L,298,310,1507,45,73,0,0,0,0,0,0
621,M15480,M,298,310,1389,50,75,0,0,0,0,0,0
622,L47801,L,298,310,1408,45,78,0,0,0,0,0,0
623,M15482,M,298,310,1725,32,80,0,0,0,0,0,0
624,L47803,L,298,310,1926,24,83,0,0,0,0,0,0
625,H30038,H,298,310,1509,38,85,0,0,0,0,0,0
626,L47805,L,298,310,1545,36,90,0,0,0,0,0,0
627,L47806,L,298,310,1533,35,92,0,0,0,0,0,0
628,L47807,L,298,310,1455,42,94,0,0,0,0,0,0
629,M15488,M,298,310,1335,58,96,0,0,0,0,0,0
630,L47809,L,298,310,1523,46,99,0,0,0,0,0,0
631,L47810,L,298,310,1460,48,101,0,0,0,0,0,0
632,L47811,L,298,310,1554,37,103,0,0,0,0,0,0
633,H30046,H,298,310,1419,47,105,0,0,0,0,0,0
634,L47813,L,298,310,1442,44,110,0,0,0,0,0,0
635,L47814,L,298,310,1507,42,112,0,0,0,0,0,0
636,L47815,L,298,310,1858,24,114,0,0,0,0,0,0
637,L47816,L,298,310,1463,44,116,0,0,0,0,0,0
638,L47817,L,298,310,1585,37,118,0,0,0,0,0,0
639,L47818,L,298,310,1536,37,120,0,0,0,0,0,0
640,L47819,L,298,310,1403,51,122,0,0,0,0,0,0
641,M15500,M,298,310,1515,39,124,0,0,0,0,0,0
642,L47821,L,298,310,1390,48,127,0,0,0,0,0,0
643,M15502,M,298,309,1226,59,129,0,0,0,0,0,0
644,M15503,M,298,309,1495,37,132,0,0,0,0,0,0
645,H30058,H,298,309,1608,30,135,0,0,0,0,0,0
646,L47825,L,298,309,1392,44,140,0,0,0,0,0,0
647,M15506,M,298,309,1461,44,142,0,0,0,0,0,0
648,L47827,L,298,309,1559,37,145,0,0,0,0,0,0
649,H30062,H,298,309,1400,49,147,0,0,0,0,0,0
650,M15509,M,298,309,1732,29,152,0,0,0,0,0,0
651,L47830,L,298,309,1611,33,155,0,0,0,0,0,0
652,L47831,L,298,309,1503,39,157,0,0,0,0,0,0
653,L47832,L,298,309,1391,45,159,0,0,0,0,0,0
654,L47833,L,298,309,2015,20,161,0,0,0,0,0,0
655,L47834,L,298,309,1683,31,163,0,0,0,0,0,0
656,L47835,L,298,309,1435,39,165,0,0,0,0,0,0
657,M15516,M,298,309,1732,28,167,0,0,0,0,0,0
658,L47837,L,298,309,1365,59,170,0,0,0,0,0,0
659,L47838,L,298,309,1562,37,172,0,0,0,0,0,0
660,L47839,L,298,309,1449,49,174,0,0,0,0,0,0
661,M15520,M,298,309,1700,27,176,0,0,0,0,0,0
662,M15521,M,298,309,1427,46,179,0,0,0,0,0,0
663,M15522,M,298,309,1479,38,182,0,0,0,0,0,0
664,L47843,L,298,309,1469,44,185,0,0,0,0,0,0
665,L47844,L,298,309,1390,47,187,0,0,0,0,0,0
666,L47845,L,298,309,1729,28,189,0,0,0,0,0,0
667,L47846,L,298,309,1470,44,191,0,0,0,0,0,0
668,L47847,L,298,309,1459,49,193,0,0,0,0,0,0
669,L47848,L,298,309,1738,24,195,0,0,0,0,0,0
670,H30083,H,298,309,1471,38,197,0,0,0,0,0,0
671,L47850,L,298,309,1822,25,202,0,0,0,0,0,0
672,L47851,L,298,309,1554,35,204,0,0,0,0,0,0
673,M15532,M,298,309,1433,43,206,0,0,0,0,0,0
674,L47853,L,298,309,1449,48,209,0,0,0,0,0,0
675,L47854,L,298,309,1456,41,0,0,0,0,0,0,0
676,M15535,M,298,309,1424,46,2,0,0,0,0,0,0
677,H30090,H,298,309,1577,35,5,0,0,0,0,0,0
678,L47857,L,298,309,1478,40,10,0,0,0,0,0,0
679,M15538,M,298,309,1295,61,12,0,0,0,0,0,0
680,L47859,L,298,309,1372,47,15,0,0,0,0,0,0
681,M15540,M,298,309,1432,43,17,0,0,0,0,0,0
682,M15541,M,298,309,1656,33,20,0,0,0,0,0,0
683,H30096,H,298,309,1410,49,23,0,0,0,0,0,0
684,L47863,L,298,309,1874,24,28,0,0,0,0,0,0
685,L47864,L,298,309,1538,43,30,0,0,0,0,0,0
686,M15545,M,298,309,1636,30,32,0,0,0,0,0,0
687,M15546,M,298,309,1504,40,35,0,0,0,0,0,0
688,M15547,M,298,309,1531,42,38,0,0,0,0,0,0
689,H30102,H,298,309,1735,26,41,0,0,0,0,0,0
690,H30103,H,298,309,1354,56,46,0,0,0,0,0,0
691,H30104,H,298,309,1413,40,51,0,0,0,0,0,0
692,L47871,L,298,309,1563,39,56,0,0,0,0,0,0
693,L47872,L,298,309,1479,42,58,0,0,0,0,0,0
694,L47873,L,298,309,1477,38,60,0,0,0,0,0,0
695,L47874,L,298,309,1394,50,62,0,0,0,0,0,0
696,L47875,L,298,309,1487,45,64,0,0,0,0,0,0
697,M15556,M,298,309,1815,25,66,0,0,0,0,0,0
698,M15557,M,298,309,1453,40,69,0,0,0,0,0,0
699,L47878,L,298,309,1539,40,72,0,0,0,0,0,0
700,H30113,H,298,309,1416,39,74,0,0,0,0,0,0
701,M15560,M,298,309,1683,32,79,0,0,0,0,0,0
702,L47881,L,298,309,1515,40,82,0,0,0,0,0,0
703,M15562,M,298,309,1531,48,84,0,0,0,0,0,0
704,H30117,H,298,309,1479,41,87,0,0,0,0,0,0
705,L47884,L,298,309,1516,34,92,0,0,0,0,0,0
706,L47885,L,298,309,1507,38,94,0,0,0,0,0,0
707,M15566,M,298,309,1434,43,96,0,0,0,0,0,0
708,L47887,L,298,309,1838,27,99,0,0,0,0,0,0
709,M15568,M,298,309,1416,46,101,0,0,0,0,0,0
710,M15569,M,298,309,1357,50,104,0,0,0,0,0,0
711,M15570,M,298,309,1697,28,107,0,0,0,0,0,0
712,L47891,L,298,309,1443,46,110,0,0,0,0,0,0
713,L47892,L,298,309,1453,38,112,0,0,0,0,0,0
714,L47893,L,297,309,1439,46,114,0,0,0,0,0,0
715,L47894,L,297,309,1609,36,116,0,0,0,0,0,0
716,L47895,L,297,309,1324,59,118,0,0,0,0,0,0
717,H30130,H,297,309,1420,46,120,0,0,0,0,0,0
718,L47897,L,297,309,1545,37,125,0,0,0,0,0,0
719,L47898,L,298,309,1477,39,127,0,0,0,0,0,0
720,L47899,L,297,309,1447,58,129,0,0,0,0,0,0
721,L47900,L,297,309,1809,24,131,0,0,0,0,0,0
722,L47901,L,298,309,1696,31,133,0,0,0,0,0,0
723,L47902,L,298,309,1427,45,135,0,0,0,0,0,0
724,M15583,M,297,309,1500,46,137,0,0,0,0,0,0
725,L47904,L,298,309,1390,45,140,0,0,0,0,0,0
726,L47905,L,297,309,1640,34,142,0,0,0,0,0,0
727,M15586,M,297,309,1628,37,144,0,0,0,0,0,0
728,H30141,H,297,309,1499,38,147,0,0,0,0,0,0
729,M15588,M,297,309,1425,50,152,0,0,0,0,0,0
730,L47909,L,297,309,1586,38,155,0,0,0,0,0,0
731,M15590,M,297,309,1471,51,157,0,0,0,0,0,0
732,M15591,M,297,309,1431,53,160,0,0,0,0,0,0
733,L47912,L,297,309,1924,22,163,0,0,0,0,0,0
734,M15593,M,297,308,1421,42,165,0,0,0,0,0,0
735,H30148,H,297,308,1305,55,168,0,0,0,0,0,0
736,L47915,L,297,308,1557,32,173,0,0,0,0,0,0
737,L47916,L,297,308,1555,38,175,0,0,0,0,0,0
738,H30151,H,297,308,1474,39,177,0,0,0,0,0,0
739,L47918,L,297,308,1506,46,182,0,0,0,0,0,0
740,L47919,L,297,308,1390,42,184,0,0,0,0,0,0
741,M15600,M,297,308,1450,47,186,0,0,0,0,0,0
742,L47921,L,297,308,1513,39,189,0,0,0,0,0,0
743,L47922,L,297,308,1643,35,191,0,0,0,0,0,0
744,L47923,L,297,308,1361,54,193,0,0,0,0,0,0
745,L47924,L,297,308,1450,41,195,0,0,0,0,0,0
746,L47925,L,297,308,1451,51,197,0,0,0,0,0,0
747,L47926,L,297,308,1289,62,199,1,0,0,0,1,0
748,L47927,L,297,308,1356,48,201,0,0,0,0,0,0
749,H30162,H,297,308,1528,46,203,0,0,0,0,0,0
750,L47929,L,297,308,1978,22,208,0,0,0,0,0,0
751,L47930,L,297,308,1535,37,210,0,0,0,0,0,0
752,M15611,M,297,308,1843,24,212,0,0,0,0,0,0
753,L47932,L,297,308,1422,49,215,0,0,0,0,0,0
754,L47933,L,297,308,1536,40,217,0,0,0,0,0,0
755,M15614,M,297,308,1483,44,219,0,0,0,0,0,0
756,H30169,H,297,308,1492,44,222,0,0,0,0,0,0
757,L47936,L,297,308,1584,40,227,0,0,0,0,0,0
758,L47937,L,297,308,1555,34,229,0,0,0,0,0,0
759,L47938,L,297,308,1497,42,231,0,0,0,0,0,0
760,M15619,M,297,308,1537,36,233,0,0,0,0,0,0
761,L47940,L,297,308,1505,39,236,0,0,0,0,0,0
762,L47941,L,297,308,1646,35,238,0,0,0,0,0,0
763,M15622,M,297,308,1286,61,0,0,0,0,0,0,0
764,L47943,L,297,308,1400,48,3,0,0,0,0,0,0
765,L47944,L,297,308,1337,57,5,0,0,0,0,0,0
766,L47945,L,297,308,1332,54,7,0,0,0,0,0,0
767,L47946,L,297,308,1561,38,9,0,0,0,0,0,0
768,L47947,L,297,308,1546,31,11,0,0,0,0,0,0
769,L47948,L,297,308,1713,29,13,0,0,0,0,0,0
770,L47949,L,297,308,1343,45,15,0,0,0,0,0,0
771,L47950,L,297,308,1391,54,17,0,0,0,0,0,0
772,H30185,H,297,308,1311,59,19,0,0,0,0,0,0
773,H30186,H,297,308,1453,51,24,0,0,0,0,0,0
774,L47953,L,297,308,1510,39,29,0,0,0,0,0,0
775,L47954,L,297,308,1448,49,31,0,0,0,0,0,0
776,L47955,L,297,308,1453,46,33,0,0,0,0,0,0
777,L47956,L,297,308,1468,39,35,0,0,0,0,0,0
778,L47957,L,297,308,1382,48,37,0,0,0,0,0,0
779,L47958,L,297,308,1580,32,39,0,0,0,0,0,0
780,L47959,L,297,308,1666,30,41,0,0,0,0,0,0
781,M15640,M,297,308,1409,51,43,0,0,0,0,0,0
782,L47961,L,297,308,1675,30,46,0,0,0,0,0,0
783,L47962,L,297,308,1698,31,48,0,0,0,0,0,0
784,H30197,H,297,308,1579,33,50,0,0,0,0,0,0
785,L47964,L,297,308,1743,28,55,0,0,0,0,0,0
786,M15645,M,297,308,1497,45,57,0,0,0,0,0,0
787,L47966,L,297,308,1741,29,60,0,0,0,0,0,0
788,L47967,L,297,308,1435,45,62,0,0,0,0,0,0
789,M15648,M,297,308,1440,46,64,0,0,0,0,0,0
790,M15649,M,297,308,1641,33,67,0,0,0,0,0,0
791,L47970,L,297,308,1420,45,70,0,0,0,0,0,0
792,L47971,L,297,308,1611,35,72,0,0,0,0,0,0
793,L47972,L,297,308,1373,43,74,0,0,0,0,0,0
794,M15653,M,297,308,1683,32,76,0,0,0,0,0,0
795,H30208,H,297,308,1547,33,79,0,0,0,0,0,0
796,L47975,L,297,308,1605,37,84,0,0,0,0,0,0
797,M15656,M,297,308,2010,19,86,0,0,0,0,0,0
798,L47977,L,297,308,1565,40,89,0,0,0,0,0,0
799,M15658,M,297,308,1828,25,91,0,0,0,0,0,0
800,M15659,M,297,308,1579,34,94,0,0,0,0,0,0
801,M15660,M,297,308,1882,24,97,0,0,0,0,0,0
802,L47981,L,297,308,1285,52,100,0,0,0,0,0,0
803,L47982,L,297,308,1571,35,102,0,0,0,0,0,0
804,H30217,H,297,308,1549,38,104,0,0,0,0,0,0
805,M15664,M,297,308,1544,38,109,0,0,0,0,0,0
806,M15665,M,297,308,1412,47,112,0,0,0,0,0,0
807,M15666,M,297,308,1422,53,115,0,0,0,0,0,0
808,L47987,L,297,308,1867,23,118,0,0,0,0,0,0
809,L47988,L,297,308,1424,43,120,0,0,0,0,0,0
810,L47989,L,297,308,1452,46,122,0,0,0,0,0,0
811,L47990,L,297,308,1550,40,124,0,0,0,0,0,0
812,L47991,L,297,308,1588,38,126,0,0,0,0,0,0
813,L47992,L,297,308,1338,44,128,0,0,0,0,0,0
814,L47993,L,297,308,1513,40,130,0,0,0,0,0,0
815,M15674,M,297,308,1470,46,132,0,0,0,0,0,0
816,M15675,M,297,308,1516,37,135,0,0,0,0,0,0
817,L47996,L,297,308,1434,48,138,0,0,0,0,0,0
818,L47997,L,297,308,1368,52,140,0,0,0,0,0,0
819,L47998,L,297,308,1304,49,142,0,0,0,0,0,0
820,L47999,L,297,308,1398,47,144,0,0,0,0,0,0
821,L48000,L,297,308,1516,37,146,0,0,0,0,0,0
822,L48001,L,297,308,1474,42,148,0,0,0,0,0,0
823,M15682,M,297,308,1547,35,150,0,0,0,0,0,0
824,M15683,M,297,308,1482,40,153,0,0,0,0,0,0
825,L48004,L,297,307,1436,43,156,0,0,0,0,0,0
826,L48005,L,297,307,1474,40,158,0,0,0,0,0,0
827,L48006,L,297,307,1481,38,160,0,0,0,0,0,0
828,L48007,L,297,307,1501,42,162,0,0,0,0,0,0
829,L48008,L,297,307,1566,37,164,0,0,0,0,0,0
830,L48009,L,297,307,1579,35,166,0,0,0,0,0,0
831,L48010,L,297,307,1631,35,168,0,0,0,0,0,0
832,M15691,M,297,307,1544,42,170,0,0,0,0,0,0
833,L48012,L,297,307,1521,39,173,0,0,0,0,0,0
834,L48013,L,297,307,1616,28,175,0,0,0,0,0,0
835,H30248,H,297,307,1333,50,177,0,0,0,0,0,0
836,M15695,M,297,307,1533,33,182,0,0,0,0,0,0
837,L48016,L,297,307,1368,45,185,0,0,0,0,0,0
838,L48017,L,297,307,1465,48,187,0,0,0,0,0,0
839,H30252,H,297,307,1406,42,189,0,0,0,0,0,0
840,M15699,M,297,307,1565,44,194,0,0,0,0,0,0
841,L48020,L,297,308,1582,38,197,0,0,0,0,0,0
842,L48021,L,297,308,1439,46,199,0,0,0,0,0,0
843,M15702,M,297,308,1566,35,201,0,0,0,0,0,0
844,L48023,L,297,308,1485,43,204,0,0,0,0,0,0
845,L48024,L,297,308,1566,35,206,0,0,0,0,0,0
846,L48025,L,296,307,1439,42,208,0,0,0,0,0,0
847,M15706,M,296,307,1416,50,210,0,0,0,0,0,0
848,L48027,L,296,307,2833,6,213,1,0,0,1,0,0
849,L48028,L,296,307,1465,47,215,0,0,0,0,0,0
850,H30263,H,296,307,1586,36,0,0,0,0,0,0,0
851,L48030,L,296,307,1567,31,5,0,0,0,0,0,0
852,M15711,M,296,307,1389,49,7,0,0,0,0,0,0
853,M15712,M,296,307,1368,50,10,0,0,0,0,0,0
854,L48033,L,296,307,1444,49,13,0,0,0,0,0,0
855,M15714,M,296,307,1498,42,15,0,0,0,0,0,0
856,L48035,L,296,307,1615,31,18,0,0,0,0,0,0
857,L48036,L,296,307,1898,23,20,0,0,0,0,0,0
858,M15717,M,296,307,1350,53,22,0,0,0,0,0,0
859,M15718,M,296,307,1516,38,25,0,0,0,0,0,0
860,H30273,H,296,307,1542,41,28,0,0,0,0,0,0
861,H30274,H,296,307,1541,33,33,0,0,0,0,0,0
862,M15721,M,296,307,1951,23,38,0,0,0,0,0,0
863,H30276,H,296,307,1645,31,41,0,0,0,0,0,0
864,L48043,L,296,307,1416,44,46,0,0,0,0,0,0
865,M15724,M,296,307,2044,22,48,0,0,0,0,0,0
866,L48045,L,296,307,1414,50,51,0,0,0,0,0,0
867,L48046,L,296,307,1678,27,53,0,0,0,0,0,0
868,H30281,H,296,307,1594,33,55,0,0,0,0,0,0
869,M15728,M,296,307,1514,38,60,0,0,0,0,0,0
870,L48049,L,296,307,1358,49,63,0,0,0,0,0,0
871,L48050,L,296,306,1325,56,65,0,0,0,0,0,0
872,L48051,L,296,306,1339,53,67,0,0,0,0,0,0
873,M15732,M,296,306,1335,52,69,0,0,0,0,0,0
874,L48053,L,296,306,1892,22,72,0,0,0,0,0,0
875,L48054,L,296,306,1575,29,74,0,0,0,0,0,0
876,M15735,M,296,306,1444,46,76,0,0,0,0,0,0
877,L48056,L,296,306,1915,22,79,0,0,0,0,0,0
878,M15737,M,296,306,1584,34,81,0,0,0,0,0,0
879,M15738,M,296,306,1685,35,84,0,0,0,0,0,0
880,L48059,L,296,306,1337,55,87,0,0,0,0,0,0
881,M15740,M,296,306,1235,76,89,1,0,0,1,0,0
882,L48061,L,296,306,1464,46,92,0,0,0,0,0,0
883,M15742,M,296,306,1739,26,94,0,0,0,0,0,0
884,L48063,L,296,306,1490,34,97,0,0,0,0,0,0
885,L48064,L,296,306,1356,48,99,0,0,0,0,0,0
886,L48065,L,296,306,1397,52,101,0,0,0,0,0,0
887,L48066,L,296,306,1458,41,103,0,0,0,0,0,0
888,H30301,H,296,306,2161,17,105,0,0,0,0,0,0
889,M15748,M,296,306,1651,28,110,0,0,0,0,0,0
890,L48069,L,296,306,1389,46,113,0,0,0,0,0,0
